seed,split,position,sample_id
42,train,0,00000945_000.png
42,train,1,00000547_005.png
42,train,2,00000723_003.png
42,train,3,00000820_023.png
42,train,4,00000038_001.png
42,train,5,00000955_000.png
42,train,6,00000689_000.png
42,train,7,00000963_002.png
42,train,8,00000699_000.png
42,train,9,00000963_016.png
42,train,10,00000715_001.png
42,train,11,00001011_001.png
42,train,12,00000368_003.png
42,train,13,00000861_004.png
42,train,14,00001169_001.png
42,train,15,00000463_001.png
42,train,16,00000090_010.png
42,train,17,00000090_004.png
42,train,18,00001001_001.png
42,train,19,00001179_001.png
42,train,20,00000487_000.png
42,train,21,00000621_005.png
42,train,22,00000391_009.png
42,train,23,00001253_005.png
42,train,24,00000631_005.png
42,train,25,00001278_018.png
42,train,26,00000621_011.png
42,train,27,00000042_007.png
42,train,28,00000556_000.png
42,train,29,00000954_005.png
42,train,30,00001124_000.png
42,train,31,00000546_000.png
42,train,32,00001134_000.png
42,train,33,00000303_000.png
42,train,34,00000250_009.png
42,train,35,00000313_000.png
42,train,36,00000418_002.png
42,train,37,00000560_002.png
42,train,38,00000065_000.png
42,train,39,00000091_001.png
42,train,40,00000908_001.png
42,train,41,00000884_000.png
42,train,42,00001301_035.png
42,train,43,00001280_003.png
42,train,44,00000459_019.png
42,train,45,00000075_000.png
42,train,46,00000860_001.png
42,train,47,00000630_000.png
42,train,48,00001242_000.png
42,train,49,00000748_000.png
42,train,50,00000459_031.png
42,train,51,00000459_025.png
42,train,52,00001301_009.png
42,train,53,00001252_000.png
42,train,54,00000652_000.png
42,train,55,00001220_000.png
42,train,56,00000642_000.png
42,train,57,00001230_000.png
42,train,58,00000711_009.png
42,train,59,00000255_004.png
42,train,60,00000007_000.png
42,train,61,00001206_002.png
42,train,62,00000017_000.png
42,train,63,00000273_006.png
42,train,64,00000361_000.png
42,train,65,00001194_003.png
42,train,66,00000502_016.png
42,train,67,00000099_013.png
42,train,68,00001304_004.png
42,train,69,00000766_010.png
42,train,70,00001018_002.png
42,train,71,00000219_000.png
42,train,72,00000512_002.png
42,train,73,00000371_000.png
42,train,74,00000385_001.png
42,train,75,00000099_007.png
42,train,76,00001298_005.png
42,train,77,00000209_000.png
42,train,78,00000502_002.png
42,train,79,00000534_000.png
42,train,80,00001146_000.png
42,train,81,00001199_008.png
42,train,82,00000524_000.png
42,train,83,00001156_000.png
42,train,84,00001055_003.png
42,train,85,00000254_001.png
42,train,86,00000244_001.png
42,train,87,00001045_003.png
42,train,88,00001087_000.png
42,train,89,00000272_003.png
42,train,90,00000579_001.png
42,train,91,00000296_002.png
42,train,92,00001097_000.png
42,train,93,00000569_001.png
42,train,94,00001315_001.png
42,train,95,00000634_008.png
42,train,96,00000793_000.png
42,train,97,00001299_000.png
42,train,98,00000901_002.png
42,train,99,00000360_005.png
42,train,100,00000869_002.png
42,train,101,00001305_001.png
42,train,102,00001256_008.png
42,train,103,00000911_002.png
42,train,104,00000783_000.png
42,train,105,00001289_000.png
42,train,106,00000061_020.png
42,train,107,00000741_003.png
42,train,108,00000061_008.png
42,train,109,00000132_001.png
42,train,110,00001157_005.png
42,train,111,00000937_000.png
42,train,112,00000937_001.png
42,train,113,00001323_002.png
42,train,114,00000122_000.png
42,train,115,00000061_009.png
42,train,116,00000927_001.png
42,train,117,00000741_002.png
42,train,118,00001157_004.png
42,train,119,00000132_000.png
42,train,120,00001305_000.png
42,train,121,00000869_003.png
42,train,122,00000360_004.png
42,train,123,00000777_000.png
42,train,124,00000783_001.png
42,train,125,00000911_003.png
42,train,126,00001019_006.png
42,train,127,00001256_009.png
42,train,128,00001315_000.png
42,train,129,00000901_003.png
42,train,130,00000767_000.png
42,train,131,00000569_000.png
42,train,132,00001063_000.png
42,train,133,00000296_003.png
42,train,134,00000579_000.png
42,train,135,00000272_002.png
42,train,136,00000401_000.png
42,train,137,00001221_004.png
42,train,138,00000254_000.png
42,train,139,00001055_002.png
42,train,140,00000524_001.png
42,train,141,00001156_001.png
42,train,142,00000534_001.png
42,train,143,00000385_000.png
42,train,144,00000502_003.png
42,train,145,00000766_005.png
42,train,146,00001298_004.png
42,train,147,00000099_006.png
42,train,148,00000766_011.png
42,train,149,00001304_005.png
42,train,150,00000099_012.png
42,train,151,00001194_002.png
42,train,152,00000219_001.png
42,train,153,00000273_007.png
42,train,154,00000017_001.png
42,train,155,00000802_000.png
42,train,156,00001206_003.png
42,train,157,00000812_000.png
42,train,158,00000255_005.png
42,train,159,00000248_026.png
42,train,160,00000711_008.png
42,train,161,00000652_015.png
42,train,162,00001230_001.png
42,train,163,00000652_001.png
42,train,164,00001220_001.png
42,train,165,00000620_001.png
42,train,166,00001301_008.png
42,train,167,00000459_024.png
42,train,168,00000758_001.png
42,train,169,00001252_001.png
42,train,170,00000459_030.png
42,train,171,00000075_001.png
42,train,172,00000081_000.png
42,train,173,00000459_018.png
42,train,174,00001280_002.png
42,train,175,00001301_034.png
42,train,176,00000918_000.png
42,train,177,00000860_000.png
42,train,178,00000091_000.png
42,train,179,00000870_000.png
42,train,180,00000486_004.png
42,train,181,00001301_020.png
42,train,182,00000418_003.png
42,train,183,00000250_008.png
42,train,184,00000954_004.png
42,train,185,00000556_001.png
42,train,186,00000857_007.png
42,train,187,00001278_019.png
42,train,188,00000631_004.png
42,train,189,00000226_000.png
42,train,190,00000621_010.png
42,train,191,00000391_008.png
42,train,192,00000621_004.png
42,train,193,00001253_004.png
42,train,194,00000236_000.png
42,train,195,00001001_000.png
42,train,196,00000473_000.png
42,train,197,00001179_000.png
42,train,198,00000080_005.png
42,train,199,00001011_000.png
42,train,200,00000463_000.png
42,train,201,00001169_000.png
42,train,202,00000368_002.png
42,train,203,00000963_017.png
42,train,204,00000699_001.png
42,train,205,00000715_000.png
42,train,206,00000176_002.png
42,train,207,00000705_000.png
42,train,208,00000963_003.png
42,train,209,00000955_001.png
42,train,210,00000038_000.png
42,train,211,00000723_002.png
42,train,212,00000028_000.png
42,train,213,00000820_022.png
42,train,214,00001239_000.png
42,train,215,00000038_002.png
42,train,216,00000963_029.png
42,train,217,00000955_003.png
42,train,218,00000334_004.png
42,train,219,00000820_020.png
42,train,220,00000547_006.png
42,train,221,00001229_000.png
42,train,222,00000723_000.png
42,train,223,00000571_004.png
42,train,224,00000973_001.png
42,train,225,00000987_000.png
42,train,226,00000820_008.png
42,train,227,00000166_000.png
42,train,228,00000963_001.png
42,train,229,00000705_002.png
42,train,230,00000176_000.png
42,train,231,00000378_000.png
42,train,232,00000090_007.png
42,train,233,00000200_000.png
42,train,234,00001001_002.png
42,train,235,00000368_000.png
42,train,236,00000210_000.png
42,train,237,00000621_012.png
42,train,238,00000042_004.png
42,train,239,00000631_006.png
42,train,240,00000455_000.png
42,train,241,00000857_005.png
42,train,242,00001037_000.png
42,train,243,00000445_000.png
42,train,244,00000621_006.png
42,train,245,00001203_018.png
42,train,246,00000954_006.png
42,train,247,00000996_005.png
42,train,248,00000560_001.png
42,train,249,00000594_000.png
42,train,250,00001112_001.png
42,train,251,00000418_001.png
42,train,252,00000177_005.png
42,train,253,00000570_001.png
42,train,254,00000584_000.png
42,train,255,00001301_036.png
42,train,256,00001274_001.png
42,train,257,00001280_000.png
42,train,258,00001301_022.png
42,train,259,00000870_002.png
42,train,260,00000091_002.png
42,train,261,00001264_001.png
42,train,262,00001290_000.png
42,train,263,00000053_001.png
42,train,264,00000758_003.png
42,train,265,00000846_000.png
42,train,266,00000459_026.png
42,train,267,00000459_032.png
42,train,268,00000856_000.png
42,train,269,00001230_003.png
42,train,270,00000248_024.png
42,train,271,00000591_019.png
42,train,272,00000824_000.png
42,train,273,00000021_001.png
42,train,274,00000834_000.png
42,train,275,00000652_003.png
42,train,276,00000690_000.png
42,train,277,00000248_018.png
42,train,278,00000273_005.png
42,train,279,00000680_000.png
42,train,280,00000727_008.png
42,train,281,00000099_004.png
42,train,282,00001298_006.png
42,train,283,00000766_007.png
42,train,284,00000502_001.png
42,train,285,00001184_000.png
42,train,286,00000385_002.png
42,train,287,00001018_001.png
42,train,288,00000219_003.png
42,train,289,00000512_001.png
42,train,290,00000502_015.png
42,train,291,00000099_010.png
42,train,292,00000105_005.png
42,train,293,00001304_007.png
42,train,294,00000766_013.png
42,train,295,00000524_003.png
42,train,296,00000244_002.png
42,train,297,00001045_000.png
42,train,298,00000437_000.png
42,train,299,00001055_000.png
42,train,300,00000427_000.png
42,train,301,00000262_000.png
42,train,302,00000296_001.png
42,train,303,00000569_002.png
42,train,304,00000272_000.png
42,train,305,00001019_004.png
42,train,306,00000911_001.png
42,train,307,00000061_023.png
42,train,308,00000360_006.png
42,train,309,00000869_001.png
42,train,310,00000104_000.png
42,train,311,00000901_001.png
42,train,312,00001315_002.png
42,train,313,00000114_000.png
42,train,314,00001323_000.png
42,train,315,00000629_000.png
42,train,316,00000937_003.png
42,train,317,00000751_000.png
42,train,318,00001333_000.png
42,train,319,00000132_002.png
42,train,320,00000639_000.png
42,train,321,00000741_000.png
42,train,322,00000927_003.png
42,train,323,00001333_001.png
42,train,324,00000927_002.png
42,train,325,00000741_001.png
42,train,326,00001323_001.png
42,train,327,00000937_002.png
42,train,328,00000901_000.png
42,train,329,00000098_000.png
42,train,330,00000879_000.png
42,train,331,00001315_003.png
42,train,332,00000088_000.png
42,train,333,00000061_022.png
42,train,334,00000783_002.png
42,train,335,00000911_000.png
42,train,336,00001019_005.png
42,train,337,00000869_000.png
42,train,338,00000360_007.png
42,train,339,00000272_001.png
42,train,340,00000296_000.png
42,train,341,00001055_001.png
42,train,342,00000825_004.png
42,train,343,00000427_001.png
42,train,344,00001045_001.png
42,train,345,00001322_004.png
42,train,346,00000347_000.png
42,train,347,00000357_000.png
42,train,348,00001156_002.png
42,train,349,00000524_002.png
42,train,350,00000512_000.png
